,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
44,168路,0,64,西站公交站(B1站台),御河湾,估衣街,鼓楼,慎益大街,南市旅馆街,升安大街(陞安大街),海光寺,六里台,七里台,八里台,天塔,苍穹道,环湖西里,体育宾馆,体育学院,李七庄,丽江道,王兰庄,小倪庄,高庄子,九十五中学,梨园头,大寺,王村(津淄公路),芦北口,红旗村,青泊洼,小孙庄新区,小孙庄[西青区],大侯庄新区,大侯庄,小年庄,王稳庄工业区,王稳庄医院,王稳庄,西兰坨,杨科庄,东兰坨,王台,南北台,东河筒,西河筒社区,西河筒,潮宗桥,西闸,常流庄,天成桥,赵连庄,洋闸,东房子,邢家堼,王房子,丁家房子,小王庄镇,西湾河村,大庄子桥,北抛庄,东抛庄,徐庄子中学[滨海大港],徐庄子村,北和顺村,南和顺村委会,陈寨庄村,,,,,,,,,,,,,,,,,,,,,,
45,168路,1,65,陈寨庄村,南和顺村委会,北和顺村,徐庄子村,徐庄子中学[滨海大港],东抛庄,北抛庄,大庄子桥,西湾河村,小王庄镇,丁家房子,王房子,邢家堼,东房子,洋闸,赵连庄,天成桥,常流庄,西闸,潮宗桥,西河筒,西河筒社区,东河筒,南北台,王台,东兰坨,杨科庄,西兰坨,王稳庄,王稳庄医院,王稳庄工业区,小年庄,大侯庄,大侯庄新区,小孙庄[西青区],小孙庄新区,青泊洼,红旗村,芦北口,王村(津淄公路),大寺,梨园头,九十五中学,高庄子,小倪庄,王兰庄,丽江道,李七庄,体育学院,体育宾馆,环湖西里,苍穹道,天塔,聂公桥,八里台,七里台,六里台,海光寺,升安大街(陞安大街),南市旅馆街,慎益大街,鼓楼,估衣街,御河湾,西站公交站(B1站台),,,,,,,,,,,,,,,,,,,,,
46,174路,0,15,龙洲道站(龙洲道公交站),辰达北路,第二儿童医院,刘园地铁站,河北工业大学分院校门口,双口镇政府,永安公墓,津永路口,汊沽港四街,博惠苑,汊沽港文体中心,汊沽港镇初级中学,六道口,花岗岩市场,汊沽港科技谷公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,174路,1,16,汊沽港科技谷公交站,花岗岩市场,六道口,汊沽港镇初级中学,汊沽港文体中心,博惠苑,汊沽港四街,津永路口,永安公墓,永安公墓停车场,双口镇政府,河北工业大学分院校门口,刘园地铁站,第二儿童医院,辰达北路,龙洲道站(龙洲道公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,175路,0,32,杨柳青公交站,西青区政府,石家大院,中环学院,公用技师学院,泽杨道,柳馨园,浴杨道,东桑园(津静公路),公路口[津静公路],永红桥,园田队,总场,工农大桥,宝德学院,城建大学,农学院,侯台村,新技术产业园区,王顶堤金冠里,天津图书馆,手表厂,复康路八里台,德才里,佟楼,儿童医院,友谊路,四新宿舍,西楼,人民公园南门,厦门路,下瓦房公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,175路,1,30,下瓦房公交站,厦门路,四新宿舍,友谊路,儿童医院,佟楼,德才里,复康路八里台,手表厂,天津图书馆,王顶堤金冠里,新技术产业园区,侯台村,农学院,城建大学,宝德学院,工农大桥,总场,园田队,永红桥,公路口[津静公路],东桑园,浴杨道,柳馨园,泽杨道,公用技师学院,中环学院,石家大院,西青区政府,杨柳青公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,185路,0,43,中心公园(93路/185路),口腔医院(哈尔滨道口),天津站海河广场(天津站C1站台),六纬路六经路,六纬路八经路,地道口,十三经路,十四经路,十五经路,河东体育场,大桥道,二宫,中山门地铁站,新村大楼,一号桥地铁站,变电所路,二号桥地铁站,詹庄子,造纸宿舍,跃进路,张贵庄,新立地铁站,丰年村,驯海路,东丽新业广场,四合庄,中河,小东庄地铁站,小东庄,十三顷,务本一村,杨台村,军粮城地铁站,东堼,官房,无瑕道,钢花道,钢管公司,银河大酒店(滨瑕里),中国农业银行,博才里,钢瑕里,无瑕街公交汽车站(无瑕花园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,185路,1,43,无瑕街公交汽车站(无瑕花园公交站),钢瑕里,博才里,中国农业银行,银河大酒店(滨瑕里),钢管公司,钢花道,无瑕道,官房,东堼,军粮城地铁站,杨台村,务本一村,十三顷,小东庄,小东庄地铁站,中河,四合庄,东丽新业广场,驯海路,丰年村,新立地铁站,张贵庄,跃进路,造纸宿舍,詹庄子,二号桥地铁站,变电所路,一号桥地铁站,新村大楼,中山门地铁站,二宫,大桥道,河东体育场,十五经路,十四经路,十三经路,地道口,六纬路八经路,六纬路六经路,天津站海河广场(天津站B1站台),口腔医院(哈尔滨道口),中心公园(93路/185路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,130路,0,44,会展中心公交站,万科金域蓝湾,万通国际新城,泰达足球场(北海路),枫叶学校(北海路),滨海伊势丹,阳光银座,腾飞路,泰达会馆(黄海路),新华路,东大街,塘沽外滩公园,和平路,海门大桥,坨地,新桥里,海晶南园,环亚公司,琦晟储运,奥林匹克博物馆,官港森林公园,官港,南付营,海滨工程检测公司,鑫建公司,板桥,学海路,板桥农场,学府路,世纪花园,福绣园西门,大港老客运站,兴盛里,重阳里南门,大港世纪广场,胜利街(迎宾超市),四化里,大港八中,六合里,双拥路,福安里,滨海学院东门,大港学苑路,大港公交站(大港大学城公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,130路,1,45,大港公交站(大港大学城公交站),大港学苑路,滨海学院东门,福安里,双拥路,六合里,大港八中,四化里,胜利街(迎宾超市),大港世纪广场,重阳里南门,兴盛里,大港老客运站,福绣园西门,世纪花园,学府路,板桥农场,学海路,板桥,鑫建公司,海滨工程检测公司,南付营,官港,官港森林公园,奥林匹克博物馆,琦晟储运,环亚公司,海晶南园,新桥里,坨地,海门大桥,和平路,塘沽外滩公园,东大街,新华路,新华里,泰达会馆(黄海路),腾飞路,阳光银座,滨海伊势丹,枫叶学校(北海路),泰达足球场(北海路),万通国际新城,万科金域蓝湾,会展中心公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,172路(停运),0,29,通北路,望海楼,十字街,小树林,新大路,开云大厦,王串场四号路,金沙江路,桥园里,何兴庄,东窑洼,徐庄子[东丽区],工业区,大毕庄,北方五金城,金河家园,南何庄,南孙庄路口,南孙庄,东安驾校,欢坨村,欢坨大桥(金钟河桥),光辉集团,西堤头,杨北津榆路口,芦新河村东口,东赵庄,东赵庄村委会,东赵庄新家园,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,172路(停运),1,30,东赵庄新家园,东赵庄村委会,东赵庄,芦新河村东口,杨北津榆路口,西堤头,光辉集团,欢坨大桥(金钟河桥),欢坨村,东安驾校,南孙庄,南孙庄路口,南何庄,金河家园,北方五金城,大毕庄,工业区,徐庄子[东丽区],东窑洼,何兴庄,桥园里,金沙江路,王串场四号路,开云大厦,新大路,小树林,十字街,新都市百货,望海楼,通北路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,127路,0,22,轻轨东海路,天滨公寓,北海路,雀巢公司(中央大道),津滨发展,村元电子,热电公司[中央大道],污水处理厂,泰达公交公司(滨海新区公交公司),北塘指挥部,黄海北路,北塘大街,生态城服务中心(中新生态城),中生大道,美林园,海博道,中央大道航母主题公园,汉蔡路,渔港蓝白领公寓,渔港投资服务中心,鲤鱼门,中心渔港海湾五道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,127路,1,22,中心渔港海湾五道公交站,鲤鱼门,渔港投资服务中心,渔港蓝白领公寓,汉蔡路,中央大道航母主题公园,海博道,美林园,中生大道,生态城服务中心(中新生态城),北塘大街,黄海北路,北塘指挥部,泰达公交公司(滨海新区公交公司),污水处理厂,热电公司[中央大道],村元电子,津滨发展,雀巢公司(中央大道),北海路,天滨公寓,轻轨东海路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,184路,0,58,静海区中旺镇(港罗路),中旺镇政府,广厦家园,丁庄子,张高庄,大庄子桥,西湾河村,小王庄镇,小王庄桥,丁家房子,王房子,邢家堼,东房子,洋闸,赵连庄,天成桥,杨柳庄,常流庄,西闸,潮宗桥,西河筒,西河筒社区,东河筒,南北台,王台,东兰坨,杨科庄,西兰坨,王稳庄,王稳庄医院,王稳庄工业区,小年庄,大侯庄,大侯庄新区,小孙庄[西青区],小孙庄新区,青泊洼,红旗村,芦北口,大寺,三环宿舍(天祥工业区),梨园头,九十五中学,高庄子,王兰庄,体育宾馆,环湖西里,苍穹道,天塔,聂公桥,八里台,七里台,六里台,海光寺,升安大街(陞安大街),南市旅馆街,慎益大街,鼓楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,184路,1,57,鼓楼,慎益大街,南市旅馆街,升安大街(陞安大街),海光寺,六里台,七里台,八里台,天塔,苍穹道,环湖西里,体育宾馆,王兰庄,高庄子,九十五中学,梨园头,三环宿舍(天祥工业区),大寺,芦北口,红旗村,青泊洼,小孙庄新区,小孙庄[西青区],大侯庄新区,大侯庄,小年庄,王稳庄工业区,王稳庄医院,王稳庄,西兰坨,杨科庄,东兰坨,王台,南北台,东河筒,西河筒社区,西河筒,潮宗桥,西闸,常流庄,杨柳庄,天成桥,赵连庄,洋闸,东房子,邢家堼,王房子,丁家房子,小王庄桥,小王庄镇,西湾河村,大庄子桥,张高庄,丁庄子,广厦家园,中旺镇政府,静海区中旺镇(港罗路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,112路,0,24,塘沽外滩公园和平路站,海门大桥,坨地,新桥里,大沽化工厂,大化乐金公司,大化西门,大沽物流公司,大梁子派出所(新城派出所),小梁子,大化技校,南北卫里,南地大楼,南地新楼口,鸣石园,邓善沽中学,邓善沽,南开村北,南开村,黄圈村,黄圈村委会,黄圈村西,鑫垣小区,新城镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,112路,1,25,新城镇,鑫垣小区,黄圈村西,黄圈村委会,黄圈村,南开村,南开村北,邓善沽,邓善沽中学,鸣石园,南地新楼口,南地大楼,南北卫里,大化技校,小梁子,大梁子派出所(新城派出所),大沽物流公司,大化西门,大化乐金公司,大沽化工厂,新桥里,坨地,海门大桥,和平路,塘沽外滩公园和平路站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,135路,0,12,塘沽中心站,和平路,塘沽外滩公园,新华路,泰达有线电视台,黄海路,天渤公寓,西区投资服务中心,西区新安路公交站,西区国翔公寓,长城汽车公寓[夏青路],西区江泰路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,135路,1,11,西区江泰路公交站,长城汽车公寓[夏青路],西区国翔公寓,西区新安路公交站,西区投资服务中心,天渤公寓,黄海路,泰达有线电视台,新华路,塘沽外滩公园,塘沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,136路,0,16,塘沽中心站,和平路,塘沽外滩公园,新华路,泰达有线电视台,黄海路,天渤公寓,西区投资服务中心,西区新安路公交站,江泰路,航天公寓,中国航天,新兴移山,天鸿公寓,西区医院,西区江泰路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,136路,1,15,西区江泰路公交站,新兴移山,天鸿公寓,西区医院,中国航天,航天公寓,江泰路,西区新安路公交站,西区投资服务中心,天渤公寓,黄海路,泰达有线电视台,新华路,塘沽外滩公园,塘沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,113路,0,23,欣嘉园站(滨海欣嘉园公交站),欣嘉园第一小学,欣华苑北门,黄港第一幼儿园,欣雅苑,宁海路[华山道],北方黄金珠宝园,中铁城建大厦,智造创想城,桃园观邸东门,上北新新家园西门,融科心贻湾,中铁十八局五公司,德景花园,迎春里,康乐园,贻丰园,宏达公寓,洋货市场,烟台道[滨海塘沽],和平路,塘沽外滩公园,东大街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,113路,1,23,东大街,塘沽外滩公园,和平路,烟台道[滨海塘沽],洋货市场,宏达公寓,贻丰园,康乐园,迎春里,德景花园,中铁十八局五公司,融科心贻湾,上北新新家园西门,桃园观邸东门,智造创想城,中铁城建大厦,北方黄金珠宝园,宁海路[华山道],欣雅苑,黄港第一幼儿园,欣华苑北门,欣嘉园第一小学,欣嘉园站(滨海欣嘉园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,115路,0,16,临港公交站,东方新城,渤海三十路蓝领公寓,电力机车,国际轮胎,中建商混,均利石材,海泰工业园,天广消防,水科所,天保社区(月湾花园),海澜花园小区,生态湿地公园,天津碱厂,天保物流,临港管委会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,115路,1,16,临港管委会,天保物流,天津碱厂,生态湿地公园,海澜花园小区,天保社区(月湾花园),水科所,天广消防,海泰工业园,均利石材,中建商混,国际轮胎,电力机车,渤海三十路蓝领公寓,东方新城,临港公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,116路,0,14,临港公交站,东方新城,黄河道[滨海塘沽],临港管委会,港务公司,博迈科海洋工程,中际装备,福迪砼构件,海洋石油工程,黄河道蓝领公寓,新港船厂,金正阳物流,京粮粮油,太重有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,116路,1,14,太重有限公司,京粮粮油,金正阳物流,新港船厂,黄河道蓝领公寓,海洋石油工程,福迪砼构件,中际装备,博迈科海洋工程,港务公司,临港管委会,黄河道[滨海塘沽],东方新城,临港公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,118路,0,22,塘沽中心站,地道口[滨海塘沽],洋货市场,宏达公寓,贻丰园,康乐园,宝山道,贻正嘉合,塘沽第一职专,塘沽审判管理委员会,燃气公司,武警五支队,中建幸福城,塘沽森林公园,嘉丰路,春华路,中心庄路,滨海高新区,蓝天公寓,东丽湖生态公园,欢乐谷东,天津华侨城欢乐谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,118路,1,22,天津华侨城欢乐谷,欢乐谷东,东丽湖生态公园,蓝天公寓,滨海高新区,中心庄路,春华路,嘉丰路,中建幸福城,塘沽森林公园,武警五支队,燃气公司,塘沽审判管理委员会,塘沽第一职专,贻正嘉合,宝山道,康乐园,贻丰园,宏达公寓,洋货市场,地道口[滨海塘沽],塘沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,122路,0,27,环渤海建材市场,开发小区,滨海职业技术学院(厦门路),贻成豪庭,融科贻锦台,金达热力公司,塘沽第一职专,新北街办事处,迎春里,康乐园,塘沽党校,宜昌里,杭州道医院,杭州道福建北路,妇幼医院,珠江小区,珠江里[滨海塘沽],新河庄(杭州道),新河新区东门,福升园,胡家园,塘沽职专,公路管理所,远洋城,香颂园,滨悦花园,远洋城道公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,122路,1,27,远洋城道公交站,滨悦花园,香颂园,远洋城,公路管理所,塘沽职专,胡家园,福升园,新河新区东门,新河庄(杭州道),珠江里[滨海塘沽],珠江小区,妇幼医院,杭州道福建北路,杭州道医院,宜昌里,塘沽党校,康乐园(鸿起顺饭庄),迎春里,新北街办事处,塘沽第一职专,金达热力公司,融科贻锦台,贻成豪庭,滨海职业技术学院(厦门路),开发小区,环渤海建材市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,124路(津秦高铁专线),0,28,津秦高铁滨海站,西中环,中铁城建大厦,智造创想城,中建滨海壹号,威海路,谐海路,渤海度假村,中铁十八局五公司,德景花园,新北街办事处,贻正嘉合,宝山道,康乐园,洋货市场,草场街,塘沽外滩公园,东大街,公安街,向阳楼[滨海塘沽],石油新村,蓝苑小区,和美苑,和荣苑,滨海新村西区,滨海新村,渤海石油大厦(渤港中心路),渤油基地公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,124路(津秦高铁专线),1,28,渤油基地公交站,渤海石油大厦(渤港中心路),滨海新村,滨海新村西区,和荣苑,和美苑,蓝苑小区,石油新村,向阳楼[滨海塘沽],公安街,东大街,塘沽外滩公园,和平路,洋货市场,康乐园,宝山道,贻正嘉合,新北街办事处,德景花园,中铁十八局五公司,渤海度假村,谐海路,威海路,中建滨海壹号,智造创想城,中铁城建大厦,西中环,津秦高铁滨海站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,125路,0,16,西区江泰路公交站,生物工程学院,锦湖轮胎,第二热源厂,长城汽车公寓[中南四街],屹马汽车,和顺家园,博信汽配,长城汽车公寓[南大街],立中合金,西区国翔公寓,勤威工业,生物工程学院,西区投资服务中心,西区新安路公交站,西区江泰路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,125路,1,15,西区江泰路公交站,西区新安路公交站,西区投资服务中心,生物工程学院,勤威工业,西区国翔公寓,立中合金,长城汽车公寓[南大街],和顺家园,博信汽配,长城汽车公寓[中南四街],第二热源厂,锦湖轮胎,生物工程学院,西区江泰路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,121路,0,34,石油新村公交首末站,石油新村终点站,石油新村五区,和美苑,和荣苑,滨海新村西区,滨海新村,渤海石油大厦(渤海石油路),千间宿舍,办公厅,建港里,新尚里,远洋宾馆,天科所,四号码头,朝阳楼,老弯道,公安街,新华路,新华里,泰达会馆(黄海路),黄海路,泰达中心酒店,泰达一中,南海路,翠亨广场,投资服务中心,泰达学院,枫叶学校(第三大街),天保金海岸,月荣轩,朗月轩,泰达福瑞家园,太湖东路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,121路,1,33,太湖东路公交站,泰达福瑞家园,朗月轩,月荣轩,天保金海岸,枫叶学校(第三大街),泰达学院,投资服务中心,翠亨广场,南海路,泰达一中,泰达中心酒店,黄海路,泰达会馆(黄海路),新华路,公安街,老弯道,朝阳楼,四号码头,天科所,远洋宾馆,新尚里,建港里,办公厅,千间宿舍,渤海石油大厦(渤海石油路),滨海新村,滨海新村西区,和荣苑,和美苑,石油新村五区,石油新村终点站,石油新村公交首末站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,126路,0,11,西区新安路公交站,江泰路,航天公寓,中国航天,新兴移山,天鸿公寓,西区医院,中国航天,航天公寓,江泰路,西区新安路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,123路,0,7,东疆商品交易市场,大洋冻品,郑州道,英利公司[东疆港],浩物骏驰4S店,东疆第二联检服务中心,东疆商品交易市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,111路,0,12,渤油基地公交站,东四路,重工,海油工程,渤海石油大厦(渤港中心路),儿童世界,滨海新村,滨海新村西区,和荣苑,和美苑,石油新村五区,石油新村终点站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,111路,1,15,石油新村终点站,石油新村四区,钻井路,石油新村一区,石油新村北区,和美苑,和荣苑,滨海新村西区,滨海新村,儿童世界,渤海石油大厦(渤港中心路),海油工程,重工,东四路,渤油基地公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
