line_no,line_up,station_num,station_0,name_0,station_1,name_1,station_2,name_2,station_3,name_3,station_4,name_4,station_5,name_5,station_6,name_6,station_7,name_7,station_8,name_8,station_9,name_9,station_10,name_10,station_11,name_11,station_12,name_12,station_13,name_13,station_14,name_14,station_15,name_15,station_16,name_16,station_17,name_17,station_18,name_18,station_19,name_19,station_20,name_20,station_21,name_21,station_22,name_22,station_23,name_23,station_24,name_24,station_25,name_25,station_26,name_26,station_27,name_27,station_28,name_28,station_29,name_29,station_30,name_30,station_31,name_31,station_32,name_32,station_33,name_33,station_34,name_34,station_35,name_35,station_36,name_36,station_37,name_37,station_38,name_38,station_39,name_39,station_40,name_40,station_41,name_41,station_42,name_42,station_43,name_43,station_44,name_44,station_45,name_45,station_46,name_46,station_47,name_47,station_48,name_48,station_49,name_49,station_50,name_50,station_51,name_51,station_52,name_52,station_53,name_53,station_54,name_54,station_55,name_55,station_56,name_56,station_57,name_57,station_58,name_58,station_59,name_59,station_60,name_60,station_61,name_61,station_62,name_62,station_63,name_63,station_64,name_64,station_65,name_65,station_66,name_66,station_67,name_67,station_68,name_68,station_69,name_69,station_70,name_70,station_71,name_71,station_72,name_72,station_73,name_73,station_74,name_74,station_75,name_75,station_76,name_76,station_77,name_77,station_78,name_78,station_79,name_79,station_80,name_80,station_81,name_81,station_82,name_82,station_83,name_83,station_84,name_84,station_85,name_85,station_86,name_86,station_87,name_87,station_88,name_88,station_89,name_89,station_90,name_90,station_91,name_91,station_92,name_92,station_93,name_93,station_94,name_94,station_95,name_95,station_96,name_96,station_97,name_97,station_98,name_98,station_99,name_99,station_100,name_100,station_101,name_101,station_102,name_102,station_103,name_103,station_104,name_104,station_105,name_105,station_106,name_106,station_107,name_107,station_108,name_108,station_109,name_109,station_110,name_110,station_111,name_111,station_112,name_112,station_113,name_113,station_114,name_114,station_115,name_115,station_116,name_116,station_117,name_117,station_118,name_118,station_119,name_119,station_120,name_120,station_121,name_121,station_122,name_122,station_123,name_123,station_124,name_124,station_125,name_125,station_126,name_126
617路,0,27,4100,塘沽十三中,2100,鸿正绿色家园(福州道),4,奥林花园,2955,莱茵春天,5766,中心北里,2503,金福里,5591,贻和花园,5593,贻成小学,5589,贻丰园东门,5592,贻成东园,1335,福达苑,5606,跃进里(东江路),4899,新华书店,2272,巨川金海岸,4103,塘沽外滩公园,1743,和平路,1972,海门大桥,4090,坨地,4941,新桥里,1906,海晶南园,1990,环亚公司,517,潮音寺,1751,和谐园,340,石油新村一区,6056,钻井路,343,石油新村四区,3969,石油新村终点站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617路,1,27,3969,石油新村终点站,341,石油新村五区,2972,蓝苑小区,3966,石油新村,1751,和谐园,517,潮音寺,1990,环亚公司,1906,海晶南园,4941,新桥里,4090,坨地,1972,海门大桥,1743,和平路,4103,塘沽外滩公园,704,东大街,4902,新华路,5606,跃进里(东江路),1335,福达苑,5592,贻成东园,5589,贻丰园东门,5593,贻成小学,5591,贻和花园,2503,金福里,5766,中心北里,2955,莱茵春天,4,奥林花园,2100,鸿正绿色家园(福州道),4100,塘沽十三中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816路,0,34,4951,新港三号路(海防里),4950,新港三号路(海安里),1961,海西路,4956,新港文体中心(新港二号路),1497,港口医院(新港二号路),295,滨海新区政府,1504,港滨路(816路),1503,港滨路,462,春阳路,490,朝阳小学(新港三号路),5988,紫云中学,4418,万达广场[滨海塘沽],292,滨海文化中心西门,4899,新华书店,2272,巨川金海岸,4722,学校大街,5473,永利花园,3539,青少年宫,2451,金元宝商厦,5649,邮电大厦,5921,政通大厦,1442,工人新村(营口道),3833,实验学校(营口道),3832,实验学校(福建西路),570,车站立交桥,6026,赵家地,5824,众智园,1253,妇幼医院,4866,徐州里,2538,锦州道,926,大庆道小学,4,奥林花园,284,滨海名都,2956,莱茵春天小区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816路,1,35,2956,莱茵春天小区,284,滨海名都,4,奥林花园,926,大庆道小学,2538,锦州道,4866,徐州里,2077,荷香园,5025,禧顺馨园,2354,津塘公路,6026,赵家地,4112,塘沽火车站(营口道),3833,实验学校(营口道),1442,工人新村(营口道),5921,政通大厦,5649,邮电大厦,3709,世纪广场[滨海塘沽],2451,金元宝商厦,3539,青少年宫,5473,永利花园,4722,学校大街,2272,巨川金海岸,4909,新华里,292,滨海文化中心西门,4418,万达广场[滨海塘沽],5988,紫云中学,490,朝阳小学(新港三号路),462,春阳路,1503,港滨路,1504,港滨路(816路),295,滨海新区政府,1497,港口医院(新港二号路),4957,新港文体中心(海西路),1961,海西路,4950,新港三号路(海安里),4951,新港三号路(海防里),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝坻3路,0,12,208,宝坻火车站,5,安乐村,2138,黄辛庄村,2596,口东镇政府,4767,小张各庄村,3242,南王家庄村,5194,西齐各庄村,812,东齐各庄村,2043,胡家庄村,3029,龙虎庄村,708,东孟庄村,5096,西孟庄村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宝坻3路,1,12,5096,西孟庄村,708,东孟庄村,3029,龙虎庄村,2043,胡家庄村,812,东齐各庄村,5194,西齐各庄村,3242,南王家庄村,4767,小张各庄村,2596,口东镇政府,2138,黄辛庄村,5,安乐村,208,宝坻火车站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722路,0,23,1675,华润万家北辰店,3138,马庄,85,北仓礼堂,84,北仓,148,北辰大厦,2743,刘园村,576,辰旺路[北辰道],2745,刘园苗圃,4588,王秦庄村西口,149,北辰工业园(京宝工业园),4949,新津永公路,1856,河北工业大学分院校门口,1860,河北工业大学教师公寓(津永公路),3741,双口镇政府,361,腾旺道(北辰医药园),5689,雅迪电动车,578,辰泰集团,7,安光村,8,安光油墨厂,1261,富城庄园,6,安光小学,1275,富泉公寓,1719,后堡村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722路(徐堡线),0,27,1675,华润万家北辰店,3138,马庄,85,北仓礼堂,84,北仓,148,北辰大厦,2743,刘园村,576,辰旺路[北辰道],2745,刘园苗圃,4588,王秦庄村西口,149,北辰工业园(京宝工业园),4949,新津永公路,1856,河北工业大学分院校门口,1859,河北工业大学北辰校区教师楼,3741,双口镇政府,361,腾旺道(北辰医药园),5689,雅迪电动车,578,辰泰集团,7,安光村,8,安光油墨厂,1261,富城庄园,6,安光小学,1275,富泉公寓,2242,嘉禾丽水园,3404,前常家堡,2085,郝堡村,4858,徐堡村,1719,后堡村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722路(徐堡线),1,27,1719,后堡村,4858,徐堡村,2085,郝堡村,3404,前常家堡,2242,嘉禾丽水园,1275,富泉公寓,6,安光小学,1261,富城庄园,8,安光油墨厂,7,安光村,578,辰泰集团,5689,雅迪电动车,361,腾旺道(北辰医药园),3741,双口镇政府,1859,河北工业大学北辰校区教师楼,1856,河北工业大学分院校门口,4949,新津永公路,149,北辰工业园(京宝工业园),4588,王秦庄村西口,2745,刘园苗圃,576,辰旺路[北辰道],2743,刘园村,148,北辰大厦,84,北仓,85,北仓礼堂,3138,马庄,1675,华润万家北辰店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844路,0,39,2495,金海湖公交站,2494,金海湖,1420,国际企业大道,385,创意产业园,5755,中建滨海壹号,4463,威海路,5349,尧山道,3696,上北新新家园东门,5579,融科贻锦台西门,3648,融科贻锦台,2514,金达热力公司,4114,塘沽第一职专,5597,贻正嘉合,211,宝山道,2603,康乐园,2614,康居园,2231,吉林路,1459,广州道中心北路,1460,广州道小学,2538,锦州道,4866,徐州里,1253,妇幼医院,5824,众智园,6026,赵家地,4112,塘沽火车站(营口道),3832,实验学校(福建西路),1441,工人新村(上海道),3298,宁波里小学,949,大梁子渡口,4237,天津第五中心医院(医院路),4049,体育馆[宁波道],3297,宁波道,5479,永康里,9,安太里,3999,草场街,4103,塘沽外滩公园,704,东大街,1387,公安街,1596,高铁于家堡站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844路,1,41,1596,高铁于家堡站(终点站),1387,公安街,704,东大街,4103,塘沽外滩公园,2451,金元宝商厦,4094,塘沽一中,1892,海图出版社,815,丹东里,9,安太里,5479,永康里,3297,宁波道,4049,体育馆[宁波道],4237,天津第五中心医院(医院路),949,大梁子渡口,3298,宁波里小学,1441,工人新村(上海道),570,车站立交桥,6026,赵家地,5824,众智园,1253,妇幼医院,4866,徐州里,2538,锦州道,1460,广州道小学,1459,广州道中心北路,2231,吉林路,2614,康居园,2604,康乐园(鸿起顺饭庄),211,宝山道,5597,贻正嘉合,4114,塘沽第一职专,2514,金达热力公司,3648,融科贻锦台,5579,融科贻锦台西门,3696,上北新新家园东门,5349,尧山道,4463,威海路,5755,中建滨海壹号,385,创意产业园,1420,国际企业大道,2494,金海湖,2495,金海湖公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
观光1路,0,35,1273,富民路站(富民路公交站),277,滨河小区,278,滨河庭苑,3074,棉四宿舍,4087,土城,2265,尖山宿舍,963,大沽南路日报大厦,5124,西楼,4329,泰达园,3228,南昌路,4194,天津图书大厦,1035,大营门,3452,曲阜道,883,大同道,2597,口腔医院(赤峰道口),2352,津塔,843,多伦道,339,百货大楼(福安大街),3626,荣业大街,3202,南市食品街,1600,鼓楼东,394,城厢东路,161,北门(北马路),5469,永乐桥,5301,元纬路,1178,二五四医院,10,安定里,4789,小王庄,667,东于庄,1349,芳草园,5527,瑜峰园,760,东海花园,5464,榆关道,3345,普济河道立交桥,2871,滦河道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
观光1路,1,36,2871,滦河道,3345,普济河道立交桥,5464,榆关道,760,东海花园,5527,瑜峰园,1349,芳草园,667,东于庄,4789,小王庄,10,安定里,1178,二五四医院,5301,元纬路,5469,永乐桥,161,北门(北马路),394,城厢东路,1600,鼓楼东,3202,南市食品街,3626,荣业大街,338,百货大楼(百盛购物中心),843,多伦道,2352,津塔,2597,口腔医院(哈尔滨道口),884,大同道(建设路),2653,科学会堂,3452,曲阜道,1035,大营门,4194,天津图书大厦,3228,南昌路,4329,泰达园,5124,西楼,963,大沽南路日报大厦,2265,尖山宿舍,4087,土城,3074,棉四宿舍,278,滨河庭苑,277,滨河小区,1273,富民路站(富民路公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34路,0,26,2744,刘园站(刘园公交站),5998,紫瑞园(辰兴路),3617,瑞益园,575,辰旺路,5128,西横堤地铁站,2201,佳宁里,2199,佳园里,2196,佳园南里,238,本溪路地铁站,3985,绥中南楼,237,本溪路,634,丁字沽十三段(丁字沽一号路),630,丁字沽八段,636,丁字沽四段,628,丁字沽,629,丁字沽一号路,3457,栖霞里,1349,芳草园,667,东于庄,4789,小王庄,10,安定里,1178,二五四医院,1849,河北五马路,1848,河北三马路,2521,金钢桥,4373,通北路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34路,1,26,4373,通北路,2521,金钢桥,1848,河北三马路,1849,河北五马路,1178,二五四医院,10,安定里,4789,小王庄,667,东于庄,1349,芳草园,3457,栖霞里,629,丁字沽一号路,628,丁字沽,636,丁字沽四段,630,丁字沽八段,634,丁字沽十三段(丁字沽一号路),237,本溪路,3985,绥中南楼,238,本溪路地铁站,2196,佳园南里,2199,佳园里,2201,佳宁里,5128,西横堤地铁站,575,辰旺路,3617,瑞益园,5999,紫瑞园(龙岩道),2744,刘园站(刘园公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146路,0,15,69,八门城镇,1805,欢喜庄,2119,黄庄乡,889,大唐庄,3359,潘庄镇政府,693,东堤头,5090,西堤头,777,东窑洼,4545,王串场四号路,2621,开云大厦,3727,十字街,2504,金纬路,1178,二五四医院,10,安定里,2356,津宇客运站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146路,1,15,2356,津宇客运站,10,安定里,1178,二五四医院,2504,金纬路,3727,十字街,2621,开云大厦,4545,王串场四号路,777,东窑洼,5090,西堤头,693,东堤头,3359,潘庄镇政府,889,大唐庄,2119,黄庄乡,1805,欢喜庄,69,八门城镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147路,0,14,2824,林亭口镇,2119,黄庄乡,889,大唐庄,3359,潘庄镇政府,693,东堤头,5090,西堤头,777,东窑洼,4545,王串场四号路,2621,开云大厦,3727,十字街,2504,金纬路,1178,二五四医院,10,安定里,2356,津宇客运站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147路,1,14,2356,津宇客运站,10,安定里,1178,二五四医院,2504,金纬路,3727,十字街,2621,开云大厦,4545,王串场四号路,777,东窑洼,5090,西堤头,693,东堤头,3359,潘庄镇政府,889,大唐庄,2119,黄庄乡,2824,林亭口镇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324路,0,20,4709,喜峰道,1484,格调艺术领地,1397,古北道,3908,水运名苑,5527,瑜峰园,1349,芳草园,667,东于庄,4789,小王庄,10,安定里,1847,河北七马路,4086,团结里,5299,元吉里,2521,金钢桥,2473,金明里,2468,金庭里,308,滨海道,3616,瑞海名苑,3326,平安街,5394,意式风情区(进步道),109,北安桥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324路,1,20,109,北安桥,3085,民主道,3989,胜利路,3616,瑞海名苑,308,滨海道,2468,金庭里,2473,金明里,2521,金钢桥,5299,元吉里,4086,团结里,1847,河北七马路,10,安定里,4789,小王庄,667,东于庄,1349,芳草园,5527,瑜峰园,3908,水运名苑,1397,古北道,1484,格调艺术领地,4709,喜峰道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607路,0,44,4495,杨村客运站(终点站),5627,运通广场,4499,武清中医院,4488,文苑巷,1452,工程队宿舍,3436,区体育馆,4510,武清建委,5692,雍阳桥,5317,友谊商厦,1142,第六城,4515,武清新客运站,6006,紫韵花苑,4133,天和林溪(静湖西区),1640,华北城,3183,南北辛庄,4825,小街,1815,汉沟,2986,郎园,3702,上蒲口,5414,杨堤,501,柴楼新庄园,3770,双街新家园,2145,九十二中,5984,砖瓦厂,1628,化工大楼,146,北辰中医医院,147,北辰医院,84,北仓,85,北仓礼堂,3138,马庄,1675,华润万家北辰店,4257,天穆村,2839,柳滩,2082,邯郸道,326,白庙客运(津宇客运站),1349,芳草园,4789,小王庄,10,安定里,1178,二五四医院,1849,河北五马路,1848,河北三马路,2504,金纬路,3929,狮子林大街,4231,天津站后广场公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607路,1,44,4231,天津站后广场公交站,3929,狮子林大街,2504,金纬路,1848,河北三马路,1849,河北五马路,1178,二五四医院,10,安定里,4789,小王庄,1349,芳草园,326,白庙客运(津宇客运站),2082,邯郸道,2839,柳滩,4257,天穆村,1675,华润万家北辰店,3138,马庄,85,北仓礼堂,84,北仓,147,北辰医院,146,北辰中医医院,1628,化工大楼,5984,砖瓦厂,2145,九十二中,3770,双街新家园,501,柴楼新庄园,5414,杨堤,3702,上蒲口,2986,郎园,1815,汉沟,4825,小街,3183,南北辛庄,1640,华北城,4133,天和林溪(静湖西区),6006,紫韵花苑,4515,武清新客运站,1142,第六城,5317,友谊商厦,5692,雍阳桥,4510,武清建委,3436,区体育馆,1452,工程队宿舍,4488,文苑巷,4499,武清中医院,5627,运通广场,4495,杨村客运站(终点站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611路,0,56,5641,逸仙园(达成一支路),3486,泉达路口,2211,傑麦,4270,天鹅湖度假村,1327,福源道口,4445,卧龙潭庄园,4607,网通,2823,来源道,1963,海达家乐一店,4501,武清人民医院,5648,邮政局,5692,雍阳桥,5317,友谊商厦,1142,第六城,4515,武清新客运站,6006,紫韵花苑,4133,天和林溪(静湖西区),1640,华北城,3183,南北辛庄,4825,小街,1815,汉沟,2986,郎园,3702,上蒲口,5414,杨堤,501,柴楼新庄园,3770,双街新家园,2145,九十二中,5984,砖瓦厂,1628,化工大楼,146,北辰中医医院,147,北辰医院,84,北仓,85,北仓礼堂,3138,马庄,1675,华润万家北辰店,4257,天穆村,2839,柳滩,2082,邯郸道,326,白庙客运(津宇客运站),1349,芳草园,667,东于庄,4789,小王庄,10,安定里,1178,二五四医院,1849,河北五马路,1848,河北三马路,2521,金钢桥,93,北城街,1600,鼓楼东,3202,南市食品街,3643,蓉芳里,4388,万全道,1762,哈密道(河北路),270,滨江商厦(河北路),3845,山东路(营口道),5763,中心公园(承德道),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611路,1,54,5763,中心公园(承德道),3846,山东路(赤峰道),269,滨江商厦(山西路),1761,哈密道(山西路),32,保安大街,3202,南市食品街,1600,鼓楼东,93,北城街,2521,金钢桥,1848,河北三马路,1849,河北五马路,1178,二五四医院,10,安定里,4789,小王庄,667,东于庄,1349,芳草园,326,白庙客运(津宇客运站),2082,邯郸道,2839,柳滩,4257,天穆村,1675,华润万家北辰店,3138,马庄,85,北仓礼堂,84,北仓,147,北辰医院,146,北辰中医医院,1628,化工大楼,5984,砖瓦厂,2145,九十二中,3770,双街新家园,501,柴楼新庄园,5414,杨堤,3702,上蒲口,2986,郎园,1815,汉沟,4825,小街,3183,南北辛庄,1640,华北城,4133,天和林溪(静湖西区),6006,紫韵花苑,4515,武清新客运站,1142,第六城,5317,友谊商厦,5648,邮政局,4501,武清人民医院,1963,海达家乐一店,2823,来源道,4607,网通,4445,卧龙潭庄园,1327,福源道口,4270,天鹅湖度假村,2211,傑麦,3486,泉达路口,5641,逸仙园(达成一支路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622路,0,50,3902,水木天成站(水木天成公交站),5951,水木天成,5134,西河桥,1552,阁林园(622路/628路),3510,绮水苑,1740,和富里,4374,通富里,,,628,丁字沽,629,丁字沽一号路,3457,栖霞里,1349,芳草园,667,东于庄,4789,小王庄,10,安定里,3655,三十五中学,4197,天津外国语学校,1850,河北四马路,137,北站,108,北宁公园,140,北站体育场,3593,润园里,3584,容彩里,5846,增产道,5945,正义道,426,常州道,3498,祈和新苑,5534,益寿里,547,翠阜新村地铁站,3700,上杭花园,4389,万兴花园,4157,天山北路,4183,天津八中,5282,于明庄,6030,赵庄子,2673,空港汽车园,3470,汽车园东路,2693,丽港大厦,2679,空港经济区海关,2671,空港奥特莱斯南,1661,华旗资讯,2677,空港经济区图书馆,2985,邻里中心,2678,空港经济区学校,2862,流霞路,5058,西八道,5771,中心大道西九道,5772,中心大道西十一道,5770,中心大道中环南路,2675,空港经济区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
